pseudocode,total_students,total_boys,total_girls,students_primary,students_upper_primary,students_secondary,school_level,total_tch,regular,contract,part_time,trained_comp,class_taught_pr,class_taught_upr,class_taught_pr_upr,class_taught_sec_only,class_taught_hsec_only,post_graduate_and_above,graduate,classrooms_total,classrooms_pucca,classrooms_good,toilets_boys_func,toilets_girls_func,has_girls_toilet,has_boys_toilet,has_ramp,has_library,has_playground,has_electricity,has_internet,has_handwash,has_boundary_wall,has_comp_lab,has_solar,has_hm_room,ptr,ptr_threshold,ptr_violation_severity,students_per_classroom,infrastructure_gap,eligible_grant_norm,funding_ratio,growth_rate,qualified_teacher_ratio,contract_ratio,validation_label,risk_score,risk_level
1242721,1201,581,1031,783,1082,180,secondary,36,21,5,10,33,16,8,16,14,6,30,18,30,29,2,0,3,1,1,1,1,0,1,1,1,1,0,1,0,33.36,35,-0.0469,40.03,0,75000,0.74,-0.01,0.85,0.139,Accept,17.4,Low
1550193,1869,1828,636,1753,752,885,primary,37,23,2,12,28,15,10,5,2,0,17,36,58,12,9,4,9,1,0,1,1,1,1,0,1,1,1,1,1,50.51,35,0.4431,32.22,0,50000,0.53,-0.008,0.93,0.054,Flag,27.77,Medium
1465432,2513,1257,2455,1274,1870,85,secondary,56,49,12,0,5,19,14,6,4,3,21,17,42,34,16,1,1,1,1,1,1,1,0,0,0,0,1,1,1,44.88,35,0.2823,59.83,0,75000,0.71,0,0.87,0.214,Flag,28.26,Medium
1818746,1932,1593,1281,175,619,210,secondary,62,37,7,18,9,6,11,19,4,15,40,6,39,13,10,6,9,0,0,0,0,1,1,0,1,1,1,1,1,31.16,35,-0.1097,49.54,0,75000,0.75,0.027,0.9,0.113,Accept,17.98,Low
1870139,2896,2187,169,1201,1836,1894,upper_primary,75,50,4,21,8,14,4,11,0,11,21,37,92,18,79,2,2,0,1,0,0,1,0,1,0,1,1,0,1,38.61,35,0.1031,31.48,0,100000,0.64,-0.091,0.86,0.053,Accept,16.68,Low
1665582,345,61,92,68,244,169,upper_primary,7,5,0,2,4,3,7,10,16,17,4,0,5,1,2,6,9,0,0,1,1,1,1,1,0,1,1,0,1,49.29,35,0.4083,69,0,100000,0.52,0.119,0.59,0,Flag,41.75,Medium
1133332,2831,2529,2484,165,936,347,primary,83,70,4,9,13,6,18,0,19,14,81,29,59,33,41,7,2,0,1,1,1,1,1,1,1,1,0,1,1,34.11,35,-0.0254,47.98,0,100000,0.76,-0.049,0.93,0.048,Accept,9.82,Low
1352559,2618,1348,1158,2485,1193,2422,primary,118,90,21,7,89,13,6,19,5,6,36,52,48,17,22,5,0,1,0,1,1,0,0,0,0,1,1,1,1,22.19,35,-0.366,54.54,0,100000,0.89,0.128,0.85,0.178,Flag,32.67,Medium
1243722,2849,948,794,2079,2007,2587,upper_primary,132,101,26,5,130,3,19,14,14,12,104,91,54,24,41,0,7,1,1,1,1,1,1,1,1,1,0,1,1,21.58,35,-0.3834,52.76,0,50000,0.89,0.102,0.57,0.197,Flag,41.94,Medium
1802930,1606,1413,1296,992,299,1041,primary,38,33,7,0,28,0,6,14,12,12,8,23,28,14,3,4,6,1,0,0,1,0,1,0,1,1,0,1,1,42.26,35,0.2074,57.36,0,50000,0.62,-0.046,0.6,0.184,Flag,35.84,Medium
1590608,2619,1595,164,1360,340,562,upper_primary,59,52,13,0,10,6,9,6,4,11,47,56,46,20,17,2,3,0,0,1,1,1,1,0,1,1,0,1,1,44.39,35,0.2683,56.93,0,50000,0.73,0.027,0.64,0.22,Flag,40.88,Medium
1796747,2796,1943,1881,2756,2533,2794,secondary,85,51,11,23,35,5,15,19,14,13,22,11,63,28,43,0,4,0,1,1,1,0,1,1,0,1,1,1,0,32.89,35,-0.0603,44.38,0,75000,0.84,-0.08,0.89,0.129,Accept,16.18,Low
1825325,2822,241,626,1733,2804,2667,primary,98,78,13,7,8,19,17,18,2,8,94,48,83,16,62,6,6,1,0,1,0,1,1,1,1,1,0,1,1,28.8,35,-0.1771,34,0,50000,0.76,0.101,0.98,0.133,Accept,16.76,Low
1747386,922,104,227,329,659,616,secondary,37,28,6,3,22,0,1,18,13,7,11,25,18,14,13,4,0,1,0,0,1,1,1,1,1,0,0,0,1,24.92,35,-0.288,51.22,0,50000,0.99,0.091,0.5,0.162,Flag,42.19,Medium
1849228,1795,1247,671,131,1036,456,primary,47,40,5,2,33,4,15,6,0,11,20,10,51,43,50,9,1,1,0,1,1,1,1,1,0,0,1,1,1,38.19,35,0.0911,35.2,0,50000,0.74,0.169,0.84,0.106,Accept,21.87,Low
1062598,2721,54,1155,1609,1872,2715,secondary,110,80,14,16,100,19,12,12,10,10,47,14,48,16,27,2,3,1,1,1,1,1,0,1,1,0,0,1,1,24.74,35,-0.2931,56.69,0,100000,0.61,-0.044,0.52,0.127,Flag,36.28,Medium
1194894,1905,85,1172,874,1447,1636,upper_primary,47,28,7,12,43,1,15,2,9,18,7,38,55,32,43,4,8,1,0,0,1,1,1,0,0,1,1,1,1,40.53,35,0.158,34.64,0,50000,0.85,0.118,0.8,0.149,Flag,27.3,Medium
1705314,2533,2349,2007,1665,1138,459,primary,55,39,5,11,51,3,2,4,2,14,18,1,50,43,36,5,0,1,1,1,1,0,1,1,1,0,1,1,1,46.05,35,0.3157,50.66,0,100000,0.68,-0.036,0.68,0.091,Flag,34.93,Medium
1414399,831,502,826,820,143,260,primary,19,15,1,3,13,7,13,11,9,19,12,18,20,14,7,6,4,1,0,1,1,1,1,1,1,1,0,0,1,43.74,35,0.2497,41.55,0,100000,0.54,0.1,0.9,0.053,Accept,17.98,Low
1190477,460,132,36,295,33,379,primary,9,7,1,1,6,15,6,13,13,11,0,0,10,3,4,3,6,1,1,1,1,1,1,0,1,1,1,1,0,51.11,35,0.4603,46,0,100000,0.62,0.088,0.66,0.111,Flag,40.47,Medium
1133021,2317,244,477,1676,124,536,upper_primary,97,83,10,4,17,4,18,9,17,9,36,48,84,12,54,0,8,1,1,1,1,1,1,1,0,1,0,1,1,23.89,35,-0.3174,27.58,0,75000,0.56,-0.036,0.83,0.103,Flag,30.93,Medium
1251366,1754,1273,1184,714,1338,238,upper_primary,45,33,4,8,30,12,13,16,12,9,24,32,61,32,14,9,7,1,1,0,0,0,0,1,1,1,1,0,1,38.98,35,0.1137,28.75,0,50000,0.66,-0.07,0.92,0.089,Accept,12.63,Low
1509212,2443,647,256,552,997,281,upper_primary,76,64,8,4,1,7,13,5,9,7,60,11,78,12,18,8,4,0,1,1,1,0,1,1,1,1,1,1,1,32.14,35,-0.0817,31.32,0,50000,0.58,0.078,0.8,0.105,Accept,23,Low
1265237,853,342,814,172,438,178,upper_primary,34,30,4,0,4,12,19,0,15,1,6,3,29,1,9,5,4,1,1,1,1,1,1,1,0,1,1,1,1,25.09,35,-0.2831,29.41,0,75000,0.93,-0.021,0.61,0.118,Flag,39.21,Medium
1500812,934,646,543,411,172,874,primary,23,20,4,0,15,9,10,11,13,18,11,17,19,16,2,0,2,1,0,1,1,1,1,1,1,1,1,1,1,40.61,35,0.1603,49.16,0,100000,0.81,-0.071,0.9,0.174,Accept,24.43,Low
1677432,2172,1408,1904,1946,1477,1541,primary,87,55,20,12,22,9,18,18,18,3,83,82,36,26,33,3,7,1,1,1,0,1,1,1,1,1,1,1,1,24.97,35,-0.2866,60.33,0,100000,0.56,-0.088,0.96,0.23,Flag,28.4,Medium
1132957,1147,475,792,1049,33,263,upper_primary,27,22,3,2,15,10,17,13,7,14,16,20,30,17,5,6,6,0,0,1,0,0,1,1,1,0,1,1,1,42.48,35,0.2137,38.23,0,100000,0.93,0.132,0.86,0.111,Accept,23.3,Low
1718476,2723,854,1342,2655,2417,704,secondary,64,54,6,4,57,12,4,12,4,18,20,23,87,17,20,5,9,1,1,1,0,1,1,1,1,0,0,1,1,42.55,35,0.2157,31.3,0,100000,0.56,0.035,0.97,0.094,Accept,24.78,Low
1887104,2119,1839,10,299,402,1671,secondary,44,34,9,1,43,14,1,16,6,12,31,0,55,37,12,9,9,1,0,0,1,1,1,0,1,0,0,1,1,48.16,35,0.376,38.53,0,50000,0.62,0.124,0.66,0.205,Flag,41.81,Medium
1351206,629,235,468,553,352,67,primary,22,16,4,2,11,10,9,14,4,16,4,1,12,8,5,1,2,1,1,1,1,1,1,0,1,0,1,1,1,28.59,35,-0.1831,52.42,0,50000,0.98,0.146,0.66,0.182,Flag,30.73,Medium
1499920,2626,951,1569,648,1341,2167,secondary,104,71,10,23,12,4,8,12,0,14,3,99,76,62,51,9,8,1,1,1,1,1,1,1,0,1,1,1,1,25.25,35,-0.2786,34.55,0,100000,0.91,0.061,0.93,0.096,Accept,21.01,Low
1345546,2058,1647,1523,1314,949,620,upper_primary,58,50,4,4,41,2,3,0,12,3,53,42,52,18,42,5,8,0,1,1,1,1,0,0,1,1,1,0,1,35.48,35,0.0137,39.58,0,100000,0.56,0.178,0.94,0.069,Accept,11.56,Low
1421607,906,827,271,278,478,110,primary,21,12,1,8,14,18,19,5,18,7,5,19,23,22,14,2,9,0,1,1,1,1,1,0,1,0,1,1,1,43.14,35,0.2326,39.39,0,50000,0.52,-0.011,0.75,0.048,Accept,24.13,Low
1543753,524,232,489,412,461,3,upper_primary,21,14,3,4,3,17,12,12,13,17,0,20,14,5,8,4,5,1,0,1,0,1,1,1,1,1,1,0,0,24.95,35,-0.2871,37.43,0,50000,0.63,0.049,0.83,0.143,Flag,26.06,Medium
1516915,2831,1681,2560,1028,1922,1242,upper_primary,129,107,19,3,80,15,5,18,6,17,110,46,90,32,42,8,4,0,0,1,1,1,0,1,0,1,1,0,0,21.95,35,-0.3729,31.46,0,50000,0.8,0.109,0.94,0.147,Flag,29.88,Medium
1158651,2674,698,1799,1685,944,922,secondary,66,56,13,0,24,5,18,17,14,1,13,52,60,31,41,6,7,1,0,0,0,0,1,0,1,1,0,1,1,40.52,35,0.1577,44.57,0,50000,0.89,0.048,0.53,0.197,Flag,37.75,Medium
1956663,1333,1237,975,248,637,949,primary,27,16,2,9,3,15,18,9,2,2,16,9,49,48,21,0,4,1,0,0,1,1,0,0,1,1,1,1,0,49.37,35,0.4106,27.2,0,100000,0.75,-0.053,0.99,0.074,Accept,24.73,Low
1100153,1243,388,522,443,998,1080,primary,29,21,1,7,10,16,15,12,4,19,15,27,43,5,33,6,3,0,0,1,1,1,0,1,1,1,0,0,1,42.86,35,0.2246,28.91,0,50000,0.78,-0.06,0.8,0.034,Flag,27.03,Medium
1991261,1403,626,79,3,1348,508,primary,32,21,4,7,22,15,4,7,15,0,22,27,25,5,10,4,6,0,0,1,1,0,1,0,1,1,1,1,1,43.84,35,0.2526,56.12,0,50000,0.69,0.107,0.68,0.125,Flag,29.82,Medium
1898342,675,117,271,593,565,11,primary,17,14,2,1,4,13,5,14,6,13,0,5,12,2,4,1,0,0,0,1,1,1,1,1,1,1,1,1,1,39.71,35,0.1346,56.25,0,100000,0.62,0.093,0.5,0.118,Flag,30.73,Medium
1732079,1193,370,607,328,589,776,secondary,33,22,5,6,2,18,3,6,11,17,4,22,30,22,21,9,9,1,1,1,1,1,0,1,0,0,1,0,1,36.15,35,0.0329,39.77,0,100000,0.56,0.184,0.97,0.152,Accept,17.07,Low
1367808,1369,1294,1256,896,1078,64,secondary,46,31,8,7,43,15,9,17,14,16,29,9,23,2,20,5,2,0,0,1,0,0,0,1,1,1,0,1,1,29.76,35,-0.1497,59.52,0,50000,0.58,0.026,0.64,0.174,Flag,33.68,Medium
1199548,1795,1653,482,1084,936,1412,secondary,70,49,14,7,49,3,18,19,6,7,44,27,45,42,26,0,1,0,0,1,0,1,1,1,1,1,1,1,1,25.64,35,-0.2674,39.89,0,75000,0.65,-0.05,0.76,0.2,Flag,36.29,Medium
1800322,991,452,733,933,716,425,secondary,38,23,4,11,34,16,7,9,1,11,22,5,24,1,20,6,7,0,0,1,1,1,0,1,1,1,1,1,1,26.08,35,-0.2549,41.29,0,50000,0.79,-0.04,0.87,0.105,Accept,23.71,Low
1763707,2323,453,1729,1356,506,793,upper_primary,84,63,13,8,20,3,1,14,11,6,19,49,70,22,12,0,3,0,1,1,1,0,1,1,1,1,1,0,1,27.65,35,-0.21,33.19,0,50000,0.98,0.039,0.97,0.155,Accept,19.79,Low
1687100,1173,141,64,45,843,1008,upper_primary,42,28,3,11,9,13,17,8,16,5,39,12,46,36,5,4,2,1,0,1,0,1,0,1,1,1,1,1,1,27.93,35,-0.202,25.5,0,50000,0.86,0.131,0.83,0.071,Accept,24.76,Low
1586056,2532,2302,1122,125,766,1573,secondary,71,48,5,18,62,9,13,12,8,6,36,3,48,1,34,9,2,1,1,1,1,1,1,1,0,1,0,1,0,35.66,35,0.0189,52.75,0,100000,0.62,0.198,0.67,0.07,Accept,18.75,Low
1026014,2256,1421,1130,1780,1531,1914,primary,60,38,14,8,36,11,8,19,12,17,19,40,39,35,26,7,0,0,0,0,1,1,0,0,1,0,1,1,1,37.6,35,0.0743,57.85,0,50000,0.88,0.075,0.97,0.233,Accept,21.87,Low
1022007,1765,1165,1044,1607,1759,1562,upper_primary,42,36,4,2,36,6,11,2,3,9,35,14,31,28,9,4,5,1,0,1,0,0,1,1,1,1,1,1,1,42.02,35,0.2006,56.94,0,100000,0.99,0.165,0.57,0.095,Flag,29.33,Medium
1164340,1665,1598,1590,315,1396,1104,primary,46,36,6,4,27,6,8,11,6,13,14,37,32,20,13,1,7,0,0,1,0,1,1,0,1,0,0,0,0,36.2,35,0.0343,52.03,1,100000,0.58,0.155,0.95,0.13,Flag,31.36,Medium
1127319,1200,193,1043,464,103,33,upper_primary,30,24,5,1,21,4,15,7,18,15,12,25,20,19,6,6,7,1,0,1,1,0,1,0,1,1,1,1,1,40,35,0.1429,60,0,75000,0.86,-0.07,0.67,0.167,Flag,31.51,Medium
1347591,2177,993,2100,107,1296,2062,upper_primary,58,49,11,0,47,12,16,7,0,2,15,27,66,0,40,3,0,0,0,1,1,0,1,0,0,1,1,1,1,37.53,35,0.0723,32.98,0,75000,0.5,-0.009,0.71,0.19,Accept,21.19,Low
1719918,662,603,287,586,201,444,secondary,15,9,3,3,4,8,19,18,12,17,0,10,14,5,9,1,7,1,1,1,1,0,1,1,1,1,0,1,1,44.13,35,0.2609,47.29,0,50000,0.86,-0.067,0.84,0.2,Flag,35.13,Medium
1253301,2564,1711,1890,1439,1517,1279,upper_primary,88,67,19,2,34,16,9,14,5,16,80,13,69,23,56,1,8,0,0,0,0,1,1,1,1,1,1,1,1,29.14,35,-0.1674,37.16,0,100000,0.69,0,0.97,0.216,Flag,27.44,Medium
1450953,1237,986,1230,327,289,510,primary,29,20,6,3,12,11,16,1,12,0,25,27,21,18,10,4,0,1,1,1,0,0,1,1,1,1,1,1,1,42.66,35,0.2189,58.9,0,50000,0.55,0.177,0.68,0.207,Flag,38.49,Medium
1666933,2355,929,475,182,1844,71,secondary,115,90,16,9,78,12,12,15,19,12,19,65,66,46,18,4,9,1,1,1,1,1,0,0,1,1,1,1,1,20.48,35,-0.4149,35.68,0,75000,0.67,-0.061,0.56,0.139,Flag,41.38,Medium
1724091,2990,875,998,2925,2227,1120,secondary,114,70,28,16,73,16,16,16,3,16,81,22,73,71,12,6,8,1,1,1,1,1,1,1,0,1,0,1,1,26.23,35,-0.2506,40.96,0,75000,0.67,0.062,0.79,0.246,Flag,30.28,Medium
1920958,1898,750,1374,1405,1207,1217,upper_primary,64,43,3,18,55,5,8,6,17,8,54,35,61,40,35,3,8,1,1,1,1,1,1,1,1,0,1,1,0,29.66,35,-0.1526,31.11,0,75000,0.78,0.066,0.85,0.047,Accept,21.2,Low
1129909,1185,911,639,200,819,559,upper_primary,41,35,5,1,14,0,1,7,1,18,8,8,20,12,5,2,4,0,1,0,0,0,0,1,1,1,1,1,1,28.9,35,-0.1743,59.25,0,100000,0.71,0.088,0.54,0.122,Flag,29.97,Medium
1641204,2185,1524,1589,1834,1395,1586,upper_primary,54,38,6,10,47,4,19,8,7,10,15,38,52,46,23,4,3,0,0,1,0,0,1,1,1,1,1,0,1,40.46,35,0.156,42.02,0,75000,0.84,0.169,0.82,0.111,Flag,26.93,Medium
1600243,2469,292,1886,2222,2170,2274,upper_primary,52,40,5,7,44,11,18,17,0,6,43,41,47,28,30,3,2,1,0,1,1,0,0,1,1,1,0,0,1,47.48,35,0.3566,52.53,0,100000,0.56,0.125,0.77,0.096,Flag,31.19,Medium
1384325,354,147,119,190,100,104,upper_primary,7,5,0,2,1,11,9,18,4,4,0,2,13,11,9,3,0,1,0,1,0,1,1,1,0,1,1,1,1,50.57,35,0.4449,27.23,0,50000,0.9,0.075,0.52,0,Flag,46.07,Medium
1790555,769,219,364,613,270,735,secondary,24,20,1,3,23,2,5,1,13,8,17,18,13,11,12,9,1,0,0,1,1,1,1,1,1,1,1,1,0,32.04,35,-0.0846,59.15,0,50000,0.6,0.017,0.55,0.042,Flag,28.15,Medium
1549753,1775,652,1368,285,850,110,secondary,49,32,9,8,24,17,13,5,11,19,22,29,42,29,37,9,8,1,0,1,1,0,1,1,1,1,1,1,0,36.22,35,0.0349,42.26,0,75000,0.91,0.193,0.6,0.184,Flag,28.23,Medium
1618214,215,34,55,160,77,37,upper_primary,6,4,0,2,0,13,3,5,15,0,5,0,5,3,2,2,1,0,1,1,1,0,1,1,0,1,1,1,0,35.83,35,0.0237,43,0,75000,0.9,-0.085,0.79,0,Accept,16.36,Low
1017175,2026,999,1875,1015,223,503,primary,49,42,11,0,37,11,18,16,1,10,30,17,59,22,21,1,7,0,0,1,0,0,0,0,1,1,1,1,0,41.35,35,0.1814,34.34,0,100000,0.78,0.185,0.6,0.224,Flag,35.08,Medium
1354820,1416,67,1294,335,1176,973,secondary,49,41,9,0,28,1,13,6,10,3,38,15,24,5,5,1,7,1,1,1,1,1,1,1,1,0,0,1,0,28.9,35,-0.1743,59,0,100000,0.63,0.084,0.54,0.184,Flag,30.91,Medium
1393781,2677,1282,1215,1134,743,672,secondary,78,63,18,0,18,1,13,17,14,13,55,56,44,18,25,0,5,1,0,0,0,1,1,1,1,1,1,1,0,34.32,35,-0.0194,60.84,0,100000,0.98,0.12,0.92,0.231,Accept,21.72,Low
1122540,2728,1511,2450,1082,445,2160,secondary,66,44,3,19,53,8,14,8,8,13,54,62,52,24,25,0,8,0,0,1,0,1,1,1,1,1,1,1,1,41.33,35,0.1809,52.46,0,50000,0.75,0.086,0.92,0.045,Accept,18.53,Low
1590620,435,111,206,20,144,145,primary,9,7,1,1,6,4,5,11,10,15,3,0,13,3,8,0,9,0,0,1,1,0,0,1,0,0,1,1,0,48.33,35,0.3809,33.46,0,100000,0.81,0.048,1,0.111,Flag,27.47,Medium
1150408,538,392,460,449,473,141,secondary,21,15,3,3,5,1,7,3,13,10,13,11,13,5,3,0,6,1,0,0,1,1,0,1,0,1,0,1,1,25.62,35,-0.268,41.38,0,75000,0.78,0.059,0.79,0.143,Flag,25.89,Medium
1735101,1011,704,679,561,974,31,upper_primary,45,37,3,5,42,13,14,13,15,14,18,26,17,8,4,4,3,0,1,1,1,1,0,0,1,1,1,1,1,22.47,35,-0.358,59.47,0,75000,0.59,0.007,0.89,0.067,Flag,25.96,Medium
1955678,366,168,320,42,320,305,primary,15,9,1,5,0,7,15,17,8,11,2,8,8,1,2,4,1,0,0,0,1,1,1,1,1,1,1,0,1,24.4,35,-0.3029,45.75,0,75000,0.92,0.071,0.65,0.067,Flag,37.65,Medium
1255560,1580,26,597,1104,198,1578,secondary,41,31,4,6,27,18,19,11,6,7,6,5,50,24,40,6,7,1,0,0,0,0,1,0,1,1,1,1,1,38.54,35,0.1011,31.6,0,50000,0.55,0.016,0.87,0.098,Accept,17.49,Low
1476870,975,829,928,61,68,658,secondary,44,29,8,7,33,2,16,15,7,17,38,26,18,8,5,1,1,0,1,0,1,0,0,0,1,0,1,1,1,22.16,35,-0.3669,54.17,0,75000,0.68,0.185,0.53,0.182,Flag,41.38,Medium
1527800,1974,1970,1194,895,919,1674,secondary,63,44,4,15,16,4,12,19,0,9,31,7,33,28,18,5,6,1,0,1,0,1,0,1,0,1,1,1,1,31.33,35,-0.1049,59.82,0,50000,0.51,0.028,1,0.063,Accept,15.75,Low
1127129,401,129,343,223,248,239,upper_primary,10,6,1,3,4,4,11,2,15,5,3,9,8,5,6,1,2,0,0,0,1,0,1,1,0,1,0,1,1,40.1,35,0.1457,50.12,0,100000,0.86,-0.074,0.59,0.1,Flag,27.12,Medium
1634378,1909,1161,1415,678,1270,1889,secondary,70,60,10,0,11,18,11,15,5,2,65,51,33,4,10,9,8,0,0,1,0,1,1,1,1,1,1,1,1,27.27,35,-0.2209,57.85,0,75000,0.63,0.185,0.72,0.143,Flag,30.42,Medium
1477698,807,804,310,527,397,264,secondary,17,11,2,4,6,13,5,14,19,7,1,7,16,0,15,9,0,0,0,1,0,1,1,1,1,0,0,1,1,47.47,35,0.3563,50.44,0,75000,0.55,-0.06,0.75,0.118,Flag,31.25,Medium
1659472,2382,475,1366,209,498,428,upper_primary,51,31,7,13,15,17,17,15,16,6,11,33,41,9,4,4,2,0,0,1,0,1,1,0,1,0,1,0,1,46.71,35,0.3346,58.1,0,100000,0.55,0.18,0.69,0.137,Flag,32.59,Medium
1506367,2746,849,936,1094,1336,2126,primary,83,59,7,17,41,19,19,3,5,3,4,40,61,43,22,7,4,0,0,0,1,1,0,1,1,1,0,1,1,33.08,35,-0.0549,45.02,0,100000,0.59,0.03,0.8,0.084,Accept,15.13,Low
1743653,1411,226,1041,1123,54,1218,secondary,54,46,3,5,31,6,1,5,15,9,35,31,25,12,9,4,8,0,0,1,1,1,0,1,1,1,0,1,0,26.13,35,-0.2534,56.44,0,75000,0.96,0.185,0.55,0.056,Flag,32.61,Medium
1089363,2258,1473,1620,1610,1597,697,upper_primary,103,68,25,10,37,9,16,10,18,16,87,35,39,31,35,9,3,1,1,0,1,1,0,0,1,0,1,0,1,21.92,35,-0.3737,57.9,0,50000,0.78,-0.01,0.59,0.243,Flag,45.94,Medium
1307410,2497,1336,870,1360,489,1426,secondary,86,52,5,29,62,10,14,9,10,2,61,2,76,17,24,3,9,0,1,1,1,1,0,1,0,1,0,1,1,29.03,35,-0.1706,32.86,0,75000,0.7,0.04,0.94,0.058,Accept,18.29,Low
1790124,1477,683,442,332,1243,1421,upper_primary,36,25,8,3,29,11,19,11,5,9,33,0,25,21,14,7,0,1,0,1,0,1,1,1,1,1,0,1,1,41.03,35,0.1723,59.08,0,50000,0.77,0.16,0.85,0.222,Accept,22.02,Low
1380703,1719,1300,1268,1451,82,1241,upper_primary,34,26,8,0,13,14,19,1,3,18,8,6,46,29,12,2,7,0,0,0,0,1,0,0,1,1,1,1,1,50.56,35,0.4446,37.37,0,100000,0.72,0.041,0.58,0.235,Flag,49.55,Medium
1307682,730,206,62,578,386,411,upper_primary,21,18,4,0,17,0,15,15,9,0,3,2,15,4,11,8,7,1,0,1,1,1,0,0,0,0,1,0,0,34.76,35,-0.0069,48.67,1,50000,0.72,0.124,0.52,0.19,Flag,45.97,Medium
1799543,1939,1887,1930,1110,1785,837,secondary,62,37,12,13,27,16,13,4,16,1,40,43,41,21,30,6,8,0,1,1,1,0,0,1,1,1,1,1,1,31.27,35,-0.1066,47.29,0,100000,0.68,0.025,0.92,0.194,Accept,24.49,Low
1386230,2454,1257,163,1532,266,1653,primary,96,58,23,15,72,14,13,18,8,3,52,89,47,7,23,7,2,0,1,1,0,1,1,1,1,1,1,1,1,25.56,35,-0.2697,52.21,0,75000,0.96,0.106,0.54,0.24,Flag,43.11,Medium
1123482,1857,439,873,1372,411,527,upper_primary,48,31,8,9,11,19,17,1,12,16,16,47,61,20,49,7,2,0,0,1,0,1,1,0,1,1,1,0,0,38.69,35,0.1054,30.44,0,75000,0.55,0.048,0.56,0.167,Flag,34.3,Medium
1040002,2403,1597,223,1672,511,2258,secondary,74,59,17,0,37,10,13,5,5,16,38,70,60,29,20,0,8,1,0,1,0,1,1,1,1,1,1,0,1,32.47,35,-0.0723,40.05,0,50000,0.7,-0.09,0.63,0.23,Flag,26.71,Medium
1978843,2767,2018,201,2289,2349,1317,primary,95,69,18,8,31,6,19,17,17,14,51,85,59,50,21,4,4,1,1,1,1,0,1,1,1,1,1,1,1,29.13,35,-0.1677,46.9,0,50000,0.87,-0.087,0.95,0.189,Accept,20.26,Low
1852836,1543,15,414,282,1127,360,upper_primary,52,36,6,10,34,16,19,14,16,7,1,48,28,17,4,8,8,1,1,1,1,0,1,1,1,0,0,1,0,29.67,35,-0.1523,55.11,0,100000,0.72,-0.066,0.67,0.115,Flag,29.48,Medium
1805504,2965,2330,138,1053,1032,1332,primary,142,91,32,19,53,4,0,9,16,3,78,90,54,7,22,6,7,1,1,1,1,1,1,0,1,1,1,1,0,20.88,35,-0.4034,54.91,0,100000,0.68,-0.095,0.86,0.225,Flag,37,Medium
1593665,586,272,193,57,564,0,primary,21,15,5,1,3,3,1,18,11,9,12,19,11,6,9,2,6,1,0,0,0,1,0,1,0,1,0,1,1,27.9,35,-0.2029,53.27,0,50000,0.94,0.191,0.67,0.238,Flag,31.56,Medium
1195961,655,340,397,334,84,521,primary,14,11,2,1,13,19,5,1,7,0,12,3,16,10,3,4,3,0,0,1,1,1,1,1,1,1,1,1,0,46.79,35,0.3369,40.94,0,50000,0.73,0.145,0.6,0.143,Flag,38.32,Medium
1871510,1469,392,202,1255,909,191,upper_primary,31,21,7,3,11,1,12,0,19,6,27,24,36,31,8,9,0,0,0,1,1,0,1,1,0,1,0,1,0,47.39,35,0.354,40.81,0,50000,0.84,-0.036,0.55,0.226,Flag,42.91,Medium
1102281,2363,221,1167,796,1529,150,primary,89,64,16,9,49,15,10,9,8,11,29,50,39,32,17,5,4,0,0,1,0,1,0,1,1,1,1,1,1,26.55,35,-0.2414,60.59,0,100000,0.66,0.054,0.59,0.18,Flag,35,Medium
1272611,502,470,202,15,495,30,upper_primary,13,11,1,1,1,0,17,7,10,14,0,0,9,3,5,7,1,0,1,1,1,1,0,1,0,1,1,1,0,38.62,35,0.1034,55.78,0,100000,0.93,0.172,0.67,0.077,Flag,26.7,Medium
1318063,953,566,561,526,36,177,secondary,26,18,3,5,20,19,7,14,8,18,25,21,18,5,3,9,2,0,1,1,1,1,1,1,1,0,1,0,0,36.65,35,0.0471,52.94,0,100000,0.55,0.126,0.55,0.115,Flag,25.09,Medium
1528446,1190,508,899,1114,820,149,secondary,35,24,7,4,4,19,3,10,17,9,29,14,42,5,15,7,8,0,0,1,0,1,0,1,1,0,0,1,1,34,35,-0.0286,28.33,0,75000,0.85,0.167,0.58,0.2,Flag,26.17,Medium
1717463,1420,94,448,649,287,411,upper_primary,29,18,6,5,7,9,15,10,5,0,28,28,48,11,37,9,0,0,1,0,0,1,1,0,1,1,1,1,0,48.97,35,0.3991,29.58,0,75000,0.75,0.166,0.93,0.207,Flag,31.04,Medium
1866539,1973,670,33,827,762,1337,primary,70,49,9,12,45,12,5,18,3,19,50,2,69,13,48,8,0,0,0,0,1,1,1,1,0,1,0,0,1,28.19,35,-0.1946,28.59,0,75000,0.71,-0.048,0.51,0.129,Flag,32.58,Medium
1129817,2434,982,1392,1171,2330,861,primary,63,41,5,17,43,2,16,6,9,14,29,33,55,12,3,1,7,0,0,1,1,0,1,1,0,1,1,1,1,38.63,35,0.1037,44.25,0,75000,0.6,-0.095,0.62,0.079,Flag,27.47,Medium
1489733,2409,161,406,1982,2228,724,primary,74,53,4,17,17,18,3,12,17,19,28,24,74,55,62,2,0,0,1,1,1,1,0,1,1,1,1,1,0,32.55,35,-0.07,32.55,0,100000,1,-0.089,0.85,0.054,Accept,11.43,Low
